ID,Title,short_description,valor,Permalink,city,mapa,"Image URL"
228406,"Sunset Itapecuru","O lazer mais completo de Alphaville","R$ 2.500.000,00",https://aconchegou.com/empreendimento/sunset/,barueri,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.0853064246576!2d-46.84855412560972!3d-23.493436659098446!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf023dea534405%3A0x3ac4a89c1e5c2d24!2sAlameda%20Itapecuru%2C%20545%20-%20Alphaville%20Industrial%2C%20Barueri%20-%20SP%2C%2006454-080!5e0!3m2!1spt-BR!2sbr!4v1691610416875!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-19.42.31.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.51.18.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.33.18.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.33.31.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.33.41.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.33.51.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.01.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.09.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.18.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.28.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.37.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.48.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.57.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.05.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.15.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.26.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.37.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.46.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.54.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.21.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.29.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.39.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.50.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.58.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.37.07.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.37.16.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.37.29.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-19.51.31.png||https://aconchegou.com/wp-content/uploads/2023/08/nls-construtora.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/danilo-salerno-verdi-paisagismo.png||https://aconchegou.com/wp-content/uploads/2023/08/renata-marques-arquitetura.png||https://aconchegou.com/wp-content/uploads/2023/08/04-Squash.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Gourmet.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Lutas.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Beach-Tenis.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Festas.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/WhatsApp-Image-2023-04-05-at-13.09.18.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/WhatsApp-Image-2023-04-05-at-13.09.15.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Sport-Bar.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Solarium.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Sauna.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Piscina-Interna-Aquecida.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Hall-de-Entrada.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/01-Destaque.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/04-Condominio-B.webp||https://aconchegou.com/wp-content/uploads/2023/08/04-Condominio-A.webp||https://aconchegou.com/wp-content/uploads/2023/08/03-Planta-240-A.webp||https://aconchegou.com/wp-content/uploads/2023/08/03-Planta-240-B.webp||https://aconchegou.com/wp-content/uploads/2023/08/03-Planta-240-C.webp||https://aconchegou.com/wp-content/uploads/2023/08/02-Planta-180-B.webp||https://aconchegou.com/wp-content/uploads/2023/08/02-Planta-180-A.webp||https://aconchegou.com/wp-content/uploads/2023/07/casa-residencial-em-processo-de-construcao.webp
228453,"Neo Alphaville","Reinvente seu futuro","R$ 2.100.000,00",https://aconchegou.com/empreendimento/mpd-neo-alphaville/,barueri,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.282161732456!2d-46.86291922362106!3d-23.48634425884256!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf0395d7eff2af%3A0xe5c216ed31a90a3a!2sNeo%20Alphaville!5e0!3m2!1spt-BR!2sbr!4v1693439561216!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-16.56.51.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-16.47.52.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-21.07.32-1.png||https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-21.07.32.png||https://aconchegou.com/wp-content/uploads/2023/08/fachada.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/living-230.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/hall.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/academia.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/portaria.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/festas.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/bar.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/living-170.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/suna.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/teens.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/hall2.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/tenis.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/beauty.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/coworking.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/piscina-coberta.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/terraco-.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/piscina-descoberta.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/brinquedoteca.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/churrasqueira.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/playground.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/perspectiva-piscina.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/quadra-de-areia.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/quadras.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/570d7896302b31ac218ea838182880a916409875.jpg||https://aconchegou.com/wp-content/uploads/2023/08/1fed4f9ea026aef4632c49d13088d1d7a65661bf.jpg||https://aconchegou.com/wp-content/uploads/2023/08/037a19fea1e6f6c81af5858572f9ed24771f50b1.jpg||https://aconchegou.com/wp-content/uploads/2023/08/a1a03ca57770d721b48bc8f653ae0564eebf4f6f.jpg||https://aconchegou.com/wp-content/uploads/2023/08/be7a7d55a5eb580c03385413fcca440e885df054.jpg||https://aconchegou.com/wp-content/uploads/2023/08/mcaa-arquitetura.png||https://aconchegou.com/wp-content/uploads/2023/08/albino-nunes-construcao.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/mpd-construtora.png
228584,Signature,"O Alto Luxo está de volta em um projeto icônico.","R$ 5.475.000,00",https://aconchegou.com/empreendimento/signature-alphaville/,barueri,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.2606009780975!2d-46.863796423621245!3d-23.48712115887091!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf024c64c8f809%3A0x4b0ab3a15b474539!2sAl.%20Manhattan%2C%20193%20-%20Alphaville%20Empresarial%2C%20Barueri%20-%20SP!5e0!3m2!1spt-BR!2sbr!4v1694310168441!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/09/19_Fachada-com-Vista_ALTA-scaled-1.webp||https://aconchegou.com/wp-content/uploads/2023/09/Captura-de-Tela-2023-09-11-as-17.27.38.webp||https://aconchegou.com/wp-content/uploads/2023/09/01.webp||https://aconchegou.com/wp-content/uploads/2023/09/jmf-logo.jpeg||https://aconchegou.com/wp-content/uploads/2023/09/1_Vista-Aerea_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/2_Portaria_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/3_Fachada_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/4_Fachada-Angulada_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/5_Hall_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/6_Piscina-Coberta_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/8_Sauna_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/7_Piscina-Externa_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/9_Academia_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/10_Salao-de-Festas_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/11_Praca-espelho-dagua_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/12_Churrasqueira_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/13_Brinquedoteca_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/16_Living_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/15_Living_Terraco_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/14_Playground_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/18_Suite_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/19_Fachada-com-Vista_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/20_Banho-Master_ALTA-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/20_TIPO_4-SUITES-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/21_GARDEN_3-SUITES-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/COB_PISO-LIVING_41o-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/22_TIPO_3-SUITES-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/COB_PISO-QUARTOS_40o-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/Captura-de-Tela-2023-09-09-as-22.43.58.png||https://aconchegou.com/wp-content/uploads/2023/01/Icones-36.svg||https://aconchegou.com/wp-content/uploads/2023/01/Icones-54.svg||https://aconchegou.com/wp-content/uploads/2023/01/Icones-56.svg||https://aconchegou.com/wp-content/uploads/2023/01/Icones-57.svg
228614,"Ekko Live Alpha One - Casas","Novos tempos, novos ares","R$ 2.800.000,00",https://aconchegou.com/empreendimento/ekko-live-alpha-one-casas/,santana-do-parnaiba,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.823030593992!2d-46.85709372362153!3d-23.46684715812869!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf03183556dac3%3A0xe5162d08b0bf051d!2sEKKO%20STORE%20ALPHAVILLE!5e0!3m2!1spt-BR!2sbr!4v1694451860297!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/09/05-FACHADA-CASA-TIPO-1-FUNDOS-R02-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/85-SAUNA-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/30-SALاO-DE-FESTAS-CLUBE-R01-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/29-GOURMET-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/33-BEAUTY-PLACE-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/32-PISCINA-COBERTA-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/31-BRINQUEDOTECA-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/34-COWORKING-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/35-FITNESS-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/36-PILATES-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/21-PLAYGROUND-CUL-DE-SAC-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/19-QUADRA-DE-TENIS-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/18-PLAYGROUND-MIRANTE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/15-PRAEA-DE-CONVIVIO-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/14-BIKE-E-PATINETE-SHARING-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/13-PISCINA-DESCOBERTA-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/12-PLAYGROUND-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/11-FIRE-PIT-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/10-VIP-SPACE-CLUBE-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/06-FACHADA-CASA-TIPO-2-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/01-PORTARIA-R01-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/277-3-suites-elev.jpg||https://aconchegou.com/wp-content/uploads/2023/09/277-2-suites-elev.jpg||https://aconchegou.com/wp-content/uploads/2023/09/277-3-suites.jpg||https://aconchegou.com/wp-content/uploads/2023/09/277-2-suites.jpg||https://aconchegou.com/wp-content/uploads/2023/09/CLAUDIA-ALBERTINI-LOGO.png||https://aconchegou.com/wp-content/uploads/2023/09/ide-studio-logo.jpeg||https://aconchegou.com/wp-content/uploads/2023/09/marcelo-vassalo-paisagismo-logo.jpeg||https://aconchegou.com/wp-content/uploads/2023/09/ekko-group-logo.png
228679,"Vista Alta","Design naturalmente único","R$ 1.700.000,00",https://aconchegou.com/empreendimento/vista-alta/,santana-do-parnaiba,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3660.1170153620646!2d-46.825624523622096!3d-23.45624325774075!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cefd0eba06971b%3A0x516d7f4e2e799e6b!2sVista%20Alta%20Condom%C3%ADnio%20Residencial!5e0!3m2!1spt-BR!2sbr!4v1696983766353!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/08/foto-12-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/08/poru-comunicacao-visual.jpeg||https://aconchegou.com/wp-content/uploads/2023/08/arquitetura-fgmf.png||https://aconchegou.com/wp-content/uploads/2023/08/cardim-paisagismo.png||https://aconchegou.com/wp-content/uploads/2023/08/bueno-netto-construtora.png||https://aconchegou.com/wp-content/uploads/2023/08/arqos-alphaville-incorporadora.jpeg
228683,Vitra,"More na rua mais desejada de Alphaville","R$ 1.300.000,00",https://aconchegou.com/empreendimento/vitra-alphaville/,barueri,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.3118777822388!2d-46.85518862362114!3d-23.485273458803324!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf024677bfce8d%3A0x9246a88c57e63781!2sAv.%20Copacabana%2C%20411%20-%20Empresarial%2018%20do%20Forte%2C%20Barueri%20-%20SP%2C%2006472-001!5e0!3m2!1spt-BR!2sbr!4v1696984221449!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/07/vitra-alphaville-fachada.jpeg
228713,MOB,"Conforto, praticidade e lazer além das medidas","R$ 250.000,00",https://aconchegou.com/empreendimento/mob/,osasco,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3658.0738291456237!2d-46.7816307236198!3d-23.5298468604372!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff58a5febcd3%3A0x63b9ea42aa6762b8!2sR.%20Ten.%20Avelar%20P%C3%ADres%20de%20Azevedo%2C%20140%20-%20Centro%2C%20Osasco%20-%20SP%2C%2006016-065!5e0!3m2!1spt-BR!2sbr!4v1696983208777!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/09/Captura-de-Tela-2023-09-11-as-17.27.38-1.webp||https://aconchegou.com/wp-content/uploads/2023/09/mob-dubai-osasco-planta-50.png||https://aconchegou.com/wp-content/uploads/2023/09/Captura-de-Tela-2023-09-11-as-18.04.02.png
228729,"Ekko Live Alpha One - Apartamentos","Novos tempos, novos ares","R$ 1.500.000,00",https://aconchegou.com/empreendimento/ekko-live-alpha-one-apartamentos/,santana-do-parnaiba,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.823030593992!2d-46.85709372362153!3d-23.46684715812869!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf03183556dac3%3A0xe5162d08b0bf051d!2sEKKO%20STORE%20ALPHAVILLE!5e0!3m2!1spt-BR!2sbr!4v1694451860297!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/09/Captura-de-Tela-2023-09-11-as-18.36.06.png||https://aconchegou.com/wp-content/uploads/2023/09/125-2-suites.jpg||https://aconchegou.com/wp-content/uploads/2023/09/125-3-dorms-1-suite.jpg
228771,"Ekko Live 2 Alpha Senses","Novos tempos, novos ares","R$ 2.500.000,00",https://aconchegou.com/empreendimento/ekko-live-2-alpha-senses/,santana-do-parnaiba,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.9041046727184!2d-46.86449421212663!3d-23.463923303516534!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf02fcaf0fa3bb%3A0x4978a6a374f65994!2sAv.%20Marcos%20Penteado%20de%20Ulh%C3%B4a%20Rodrigues%2C%20800%20-%20Tambor%C3%A9%2C%20Barueri%20-%20SP%2C%2065430-001!5e0!3m2!1spt-BR!2sbr!4v1694472203788!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/09/Captura-de-Tela-2023-09-11-as-19.18.59.png
228772,Garden,"Genuinamente nobre","R$ 3.000.000,00",https://aconchegou.com/empreendimento/ekko-garden-sao-francisco/,osasco,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.380797594942!2d-46.767891412111595!3d-23.55476330668546!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce55f5f0bc8b13%3A0x698fb09b99f05541!2sR.%20Dr.%20Paulo%20Ferraz%20da%20Costa%20%C3%81guiar%2C%201418%20-%20Vila%20Yara%2C%20Osasco%20-%20SP%2C%2006026-090!5e0!3m2!1spt-BR!2sbr!4v1694481998875!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://aconchegou.com/wp-content/uploads/2023/09/03_36-EKKO_PORTARIA_R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/23-BICICLETARIO-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/VAGA-BOX-R04-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/39-VARANDA-DUPLEX-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/35-VAGAS-VISITANTES-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/18_08-SAUNA-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/17_07-PISCINA-COBERTA-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/27-PET-PLACE-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/45-VARANDA-TIPO-MENOR-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/58-PISCINAS-QUADRAS-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/40-VARANDA-GARDEN-R04-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/12_24-PLAYGROUND-R06-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/19_30-PRACA-CENTRAL-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/20_01-HALL-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/21_47-LIVING-R06-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/17-GOURMET-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/56-POMAR-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/54_SALA-DE-MASSAGEM_HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/20-SALA-ESTUDO-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/22-SALA-GAMES-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/48-LIVING-TIPO-MENOR-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/19-COOWORKING-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/26-CAR-WASH-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/16-CHURRASQUEIRA-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/06-SPINNING-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/16_04-CROSSFIT-R05-HR-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/14-SALAO-DE-FESTAS-ADULTO-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/09_34-QUADRA-SOCIETY-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/13_55-PLAYGROUND-BABY-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/03_36-EKKO_PORTARIA_R05-HR-1.jpg||https://aconchegou.com/wp-content/uploads/2023/09/10_31-QUADRA-AREIA-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/03-BEAUTY-PLACE-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/01_37-FACHADA-RUA-R06-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/11_25-PIZZA-PLACE-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/14_21-CINEMA-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/02-LOUNGE-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/09-PILATES-R04-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/15-DOG-WASH-R04-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/15_18-FITNESS-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/11-SPORT-BAR-R04-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/04_28-PISCINA-BIRIBOL-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/06_57-PISCINA-BANGALO-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/07_33-QUADRA-POLIESPORTIVA-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/05_29-PISCINA-ADULTO-R06-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/22_46-VARANDA-R05HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/08_32-QUADRA-TENNIS-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/02_38-FACHADA-GOLF-R05-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/05-BRINQUEDOTECA-R03-HR2.jpg||https://aconchegou.com/wp-content/uploads/2023/09/12-SALA-DE-JOGOS-R03-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/10-BAR-VARANDA-R04-HR.jpg||https://aconchegou.com/wp-content/uploads/2023/09/01-torre-1-e-2-implantacao-R05-1-scaled.jpg||https://aconchegou.com/wp-content/uploads/2023/09/05-torre-1-tipo-maior-R04.jpg||https://aconchegou.com/wp-content/uploads/2023/09/06-torre-1-tipo-menor-R04.jpg||https://aconchegou.com/wp-content/uploads/2023/09/07-torre-1-tipo-maior-sala-ampliada-R04.jpg||https://aconchegou.com/wp-content/uploads/2023/09/08-torre-1-tipo-menor-sala-ampliada-R04.jpg||https://aconchegou.com/wp-content/uploads/2023/09/09-torre-1-tipo-maior-suite-ampliada-R05.jpg||https://aconchegou.com/wp-content/uploads/2023/09/17-torre-2-tipo-maior-R04.jpg||https://aconchegou.com/wp-content/uploads/2023/09/18-torre-2-tipo-menor-cozinha-fechada-R05.jpg||https://aconchegou.com/wp-content/uploads/2023/09/18-torre-2-tipo-menor-R04.jpg||https://aconchegou.com/wp-content/uploads/2023/09/20-torre-2-tipo-menor-sala-ampliada-R04.jpg||https://aconchegou.com/wp-content/uploads/2023/09/19-torre-2-tipo-maior-sala-ampliada-R04.jpg||https://aconchegou.com/wp-content/uploads/2023/08/320_x_132_px_claro_1.png
