ID,Title,type,address,valor,city,bedrooms,short_description,about_constructions,mapa,confort,vacancies,investments_repeater,imagem_principal,status
228406,"Sunset Itapecuru",apartamento,"Alameda Itapecuru, no 545 - Alphaville, Barueri - SP","R$ 2.500.000,00",barueri,"a:1:{i:0;s:9:""4-quartos"";}","O lazer mais completo de Alphaville","Além de estar extremamente bem localizado, na região central de Alphaville, o Sunset Itapecuru também foi desenvolvido para que o morador possa aproveitar a vista que o local oferece. Sendo assim, a arquiteta Renata Marques projetou o edifício de maneira que as suas varandas não dessem de encontro umas com as outras, dando privacidade à bela vista do nascer e do pôr do sol.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.0853064246576!2d-46.84855412560972!3d-23.493436659098446!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf023dea534405%3A0x3ac4a89c1e5c2d24!2sAlameda%20Itapecuru%2C%20545%20-%20Alphaville%20Industrial%2C%20Barueri%20-%20SP%2C%2006454-080!5e0!3m2!1spt-BR!2sbr!4v1691610416875!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",11,"a:1:{i:0;s:7:""4-vagas"";}",2,228496,"a:1:{i:0;s:7:""em-obra"";}"
228453,"Neo Alphaville",apartamento,"Av. Andrômeda, 328 - Alphaville Empresarial, Barueri - SP","R$ 2.100.000,00",barueri,"a:1:{i:0;s:9:""3-quartos"";}","Reinvente seu futuro","O Neo Alphaville está localizado em uma das regiões mais desejadas do bairro, com facilidade de acesso a vias estratégicas e conta com uma gama de comércios e serviços para facilitar o dia a dia, proporcionando muito mais tempo para aproveitar a vida.
Todos os apartamentos são privilegiados por uma sala de esquina e um elevador privativo com acesso ao terraço. Algo realmente especial, chegar em casa... Abrir a porta e ter a cada hora do dia uma luz, uma paisagem, um horizonte e a amplitude da região nos recebendo.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.282161732456!2d-46.86291922362106!3d-23.48634425884256!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf0395d7eff2af%3A0xe5c216ed31a90a3a!2sNeo%20Alphaville!5e0!3m2!1spt-BR!2sbr!4v1693439561216!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",13,"a:1:{i:0;s:7:""3-vagas"";}",1,228685,"a:1:{i:0;s:7:""em-obra"";}"
228584,Signature,apartamento,"Al. Manhattan, 193 - Alphagran, Barueri - SP","R$ 5.475.000,00",barueri,"a:2:{i:0;s:9:""4-quartos"";i:1;s:9:""3-quartos"";}","O Alto Luxo está de volta em um projeto icônico.","Localizado dentro do Alphagran, toda segurança em um condomínio com lazer mais que completo!","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.2606009780975!2d-46.863796423621245!3d-23.48712115887091!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf024c64c8f809%3A0x4b0ab3a15b474539!2sAl.%20Manhattan%2C%20193%20-%20Alphaville%20Empresarial%2C%20Barueri%20-%20SP!5e0!3m2!1spt-BR!2sbr!4v1694310168441!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",10,"a:1:{i:0;s:7:""5-vagas"";}",3,228942,"a:1:{i:0;s:16:""breve-lancamento"";}"
228614,"Ekko Live Alpha One - Casas",casa,"Av. Marcos Penteado de Ulhôa Rodrigues, 1116 - Alphaville, Santana de Parnaíba - SP","R$ 2.800.000,00",santana-do-parnaiba,"a:3:{i:0;s:9:""3-quartos"";i:1;s:9:""2-quartos"";i:2;s:9:""4-quartos"";}","Novos tempos, novos ares","Além de contarem com seus ambientes de lazer privativos, nas casas ou nos apartamentos, os futuros moradores do EKKO LIVE terão à disposição uma infraestrutura de clube magnífica, com áreas ao ar livre ou em espaços cobertos, para todos os momentos e preferências. Até mesmo para trabalhar e fazer reuniões, quando necessário.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.823030593992!2d-46.85709372362153!3d-23.46684715812869!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf03183556dac3%3A0xe5162d08b0bf051d!2sEKKO%20STORE%20ALPHAVILLE!5e0!3m2!1spt-BR!2sbr!4v1694451860297!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",15,"a:1:{i:0;s:7:""3-vagas"";}",2,228624,"a:1:{i:0;s:7:""em-obra"";}"
228679,"Vista Alta",casa,"Av. Honório Álvares Penteado, 4875 - Tamboré, Santana de Parnaíba - SP","R$ 1.700.000,00",santana-do-parnaiba,"a:3:{i:0;s:9:""4-quartos"";i:1;s:9:""3-quartos"";i:2;s:9:""2-quartos"";}","Design naturalmente único","Um projeto inovador, que une o melhor da arquitetura contemporânea a uma reserva de mata intocada em uma região completa.
O Vista Alta Condomínio Residencial traz diversos diferenciais para inaugurar um novo ciclo de urbanismo em Alphaville/ Tamboré.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3660.1170153620646!2d-46.825624523622096!3d-23.45624325774075!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cefd0eba06971b%3A0x516d7f4e2e799e6b!2sVista%20Alta%20Condom%C3%ADnio%20Residencial!5e0!3m2!1spt-BR!2sbr!4v1696983766353!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",13,"a:2:{i:0;s:7:""3-vagas"";i:1;s:7:""2-vagas"";}",2,228502,"a:1:{i:0;s:7:""em-obra"";}"
228683,Vitra,apartamento,"Av. Copacabana, 411 - Empresarial 18 do Forte, Barueri - SP","R$ 1.300.000,00",barueri,"a:2:{i:0;s:9:""3-quartos"";i:1;s:9:""2-quartos"";}","More na rua mais desejada de Alphaville","O Vitra é uma maravilha arquitetônica sem precedentes em Alphaville. Está situado na Avenida Copacabana, em um dos últimos terrenos do bairro mais charmoso da cidade. Vista incrível para o Parque 18 do Forte e ainda perto de tudo que você precisa. Grande parte do lazer do VITRA está na cobertura. É um espetáculo imaginar o que é desfrutar um final de semana sobre as árvores do parque 18 do Forte, e estar rodeado das melhores indicações gastronômicas de Alphaville.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.3118777822388!2d-46.85518862362114!3d-23.485273458803324!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf024677bfce8d%3A0x9246a88c57e63781!2sAv.%20Copacabana%2C%20411%20-%20Empresarial%2018%20do%20Forte%2C%20Barueri%20-%20SP%2C%2006472-001!5e0!3m2!1spt-BR!2sbr!4v1696984221449!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",1,"a:1:{i:0;s:7:""2-vagas"";}",2,228581,"a:1:{i:0;s:7:""em-obra"";}"
228713,MOB,apartamento,"R. Ten. Avelar Píres de Azevedo, 140","R$ 250.000,00",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Conforto, praticidade e lazer além das medidas","Você acaba de chegar a uma das suas mais importantes conquistas. 
Mob Apartments traz conforto na medida certa, com lazer completo e muita facilidade para ir e vir.
É a sua vida no passo certo. Bem-vindo ao seu futuro lar.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3658.0738291456237!2d-46.7816307236198!3d-23.5298468604372!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff58a5febcd3%3A0x63b9ea42aa6762b8!2sR.%20Ten.%20Avelar%20P%C3%ADres%20de%20Azevedo%2C%20140%20-%20Centro%2C%20Osasco%20-%20SP%2C%2006016-065!5e0!3m2!1spt-BR!2sbr!4v1696983208777!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""0-vagas"";}",5,228686,"a:1:{i:0;s:7:""em-obra"";}"
228729,"Ekko Live Alpha One - Apartamentos",apartamento,"Av. Marcos Penteado de Ulhôa Rodrigues, 1116 - Alphaville, Santana de Parnaíba - SP","R$ 1.500.000,00",santana-do-parnaiba,"a:3:{i:0;s:9:""3-quartos"";i:1;s:9:""2-quartos"";i:2;s:9:""4-quartos"";}","Novos tempos, novos ares","Além de contarem com seus ambientes de lazer privativos, nas casas ou nos apartamentos, os futuros moradores do EKKO LIVE terão à disposição uma infraestrutura de clube magnífica, com áreas ao ar livre ou em espaços cobertos, para todos os momentos e preferências. Até mesmo para trabalhar e fazer reuniões, quando necessário.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.823030593992!2d-46.85709372362153!3d-23.46684715812869!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf03183556dac3%3A0xe5162d08b0bf051d!2sEKKO%20STORE%20ALPHAVILLE!5e0!3m2!1spt-BR!2sbr!4v1694451860297!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",14,"a:1:{i:0;s:7:""3-vagas"";}",2,228732,"a:1:{i:0;s:7:""em-obra"";}"
228771,"Ekko Live 2 Alpha Senses",casa,"Av. Marcos Penteado de Ulhôa Rodrigues, 800 - Tamboré, Barueri - SP","R$ 2.500.000,00",santana-do-parnaiba,"a:3:{i:0;s:9:""3-quartos"";i:1;s:9:""4-quartos"";i:2;s:9:""2-quartos"";}","Novos tempos, novos ares","Além de contarem com seus ambientes de lazer privativos, nas casas ou nos apartamentos, os futuros moradores do EKKO LIVE terão à disposição uma infraestrutura de clube magnífica, com áreas ao ar livre ou em espaços cobertos, para todos os momentos e preferências. Até mesmo para trabalhar e fazer reuniões, quando necessário.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.9041046727184!2d-46.86449421212663!3d-23.463923303516534!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf02fcaf0fa3bb%3A0x4978a6a374f65994!2sAv.%20Marcos%20Penteado%20de%20Ulh%C3%B4a%20Rodrigues%2C%20800%20-%20Tambor%C3%A9%2C%20Barueri%20-%20SP%2C%2065430-001!5e0!3m2!1spt-BR!2sbr!4v1694472203788!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",18,"a:1:{i:0;s:7:""3-vagas"";}",2,228734,"a:1:{i:0;s:16:""breve-lancamento"";}"
228772,Garden,apartamento,"R. Dr. Paulo Ferraz da Costa Águiar, 1418 - Vila Yara, Osasco - SP","R$ 3.000.000,00",osasco,"a:2:{i:0;s:9:""4-quartos"";i:1;s:9:""3-quartos"";}","Genuinamente nobre","Imagine a possibilidade de viver em meio a um dos bairros mais nobres e charmosos da região - repleto de áreas verdes, bem-estar e qualidade de vida. O mais recente lançamento da Ekko Group mostra um novo estilo de vida com conforto, luxo e sofisticação, com uma vista admirável para o São Francisco Golf Club.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.380797594942!2d-46.767891412111595!3d-23.55476330668546!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce55f5f0bc8b13%3A0x698fb09b99f05541!2sR.%20Dr.%20Paulo%20Ferraz%20da%20Costa%20%C3%81guiar%2C%201418%20-%20Vila%20Yara%2C%20Osasco%20-%20SP%2C%2006026-090!5e0!3m2!1spt-BR!2sbr!4v1694481998875!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",16,"a:1:{i:0;s:7:""4-vagas"";}",1,228773,"a:1:{i:0;s:6:""pronto"";}"
229019,Altto,apartamento,"Av. Lucianinho Meli, 444 - Vila Osasco, Osasco - SP","R$ 480.000,00",osasco,"a:2:{i:0;s:9:""3-quartos"";i:1;s:9:""2-quartos"";}","Sua vida em alto nível","Completo como todo Dubai.
Com uma portaria imponente, você vai experimentar morar em um destaque do seu bairro. 
Bem estar e beleza em outro patamar, receba seus convidados em alto estilo e tenha uma piscina privativa como destaque de suas
comemorações.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.7572834249795!2d-46.78523822433051!3d-23.54123066085358!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff8e7f461ad3%3A0x50dc65e8b1194536!2sAltto%20Bela%20Vista!5e0!3m2!1spt-BR!2sbr!4v1697224429764!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",15,"a:2:{i:0;s:7:""2-vagas"";i:1;s:7:""3-vagas"";}",7,230582,"a:1:{i:0;s:7:""em-obra"";}"
229020,Ápice,apartamento,"R. Rosa D'ângelo Pisapia, 70 - Vila Yara, Osasco - SP","R$ 580.000,00",osasco,"a:3:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";i:2;s:9:""3-quartos"";}","Pensamos em tudo para que sua única preocupação seja curtir cada momento","A chegada da Dubai no Vila Yara não poderia ser melhor. O Ápice representa não só o alto nível que  você atingirá mas também o auge de nossa trajetória até aqui.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14630.15105576889!2d-46.759978!3d-23.5491221!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff9a30a2ce55%3A0x9a917b6d9f141a0b!2s%C3%81pice%20Vila%20Yara!5e0!3m2!1spt-BR!2sbr!4v1697221475444!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",14,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,229121,"a:1:{i:0;s:16:""breve-lancamento"";}"
229120,"Infinity Home Club",apartamento,"Av. Alberto Santos Dumont, 448 - Vila Osasco, Osasco - SP","R$ 500.000,00",osasco,"a:3:{i:0;s:9:""3-quartos"";i:1;s:9:""2-quartos"";i:2;s:8:""1-quarto"";}","Seus dias aqui podem ser escritos de infinitas formas","Perto de tudo, com arquitetura diferenciada que será destaque na região.
Estilo e sofisticação em todos os ambientes. Um clube completo!
Mergulhe em infinitas possibilidades para curtir o lazer como desejar.  ","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.714405540991!2d-46.78835062433042!3d-23.54277226091013!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff1657013d2b%3A0x1488d39d74aca9fe!2sInfinity%20Home%20Club!5e0!3m2!1spt-BR!2sbr!4v1697227837008!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:2:{i:0;s:7:""2-vagas"";i:1;s:7:""3-vagas"";}",3,230581,"a:1:{i:0;s:7:""em-obra"";}"
229161,Trend,apartamento,"Av. Santo Antônio, 249 - Vila Osasco, Osasco - SP","R$ 650.000,00",osasco,"a:3:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";i:2;s:9:""3-quartos"";}","Se é trend, você encontra aqui ","Pessoas como você merecem serviços exclusivos para uma comodidade 5 estrelas, com mais praticidade e tempo para o seu dia a dia. No Trend até a recepção dos seus convidados sera tendencia. Inove o seu jeito de trabalhar e conviver em ambientes sofisticados para tornar toda celebração inesquecível  ","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d7315.728965451081!2d-46.787953156582155!3d-23.537376079041383!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff5fb13fba53%3A0x3e4073b1d074e17c!2sTrend%20por%20Dubai!5e0!3m2!1spt-BR!2sbr!4v1697233771209!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",12,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,229172,"a:1:{i:0;s:7:""em-obra"";}"
229509,Griffe,apartamento,"R. Machado de Assis, 879 - Bela Vista, Osasco - SP","R$ 1.250.000,00",osasco,"a:3:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";i:2;s:9:""4-quartos"";}","A união de todos os seus desejos","União entre design e sofisticação. Projeto criado por arquitetos renomados que lhe trarão uma experiência única.
Na melhor localização de Osasco. A poucos minutos de São Paulo, próximo dos melhores shoppings, comércios e instituições.
Mais do que opções de plantas. A sua escolha de planta.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.842758714943!2d-46.782633323619784!3d-23.53815726074214!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff431624abf7%3A0x46432b42f76dda81!2sGriffe%20por%20Dubai!5e0!3m2!1spt-BR!2sbr!4v1697308055948!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",17,"a:2:{i:0;s:7:""2-vagas"";i:1;s:7:""3-vagas"";}",2,229339,"a:1:{i:0;s:7:""em-obra"";}"
229514,Art,apartamento,"R. Alice Manholer Piteri, 362 - Centro, Osasco - SP","R$ 640.000",osasco,"a:2:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";}","Simetria entre conforto e praticidade na melhor localização de Osasco","A Dubai traz o design residencial inteiramente criado para seu estilo de viver. Um projeto que se adapta à sua rotina.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14631.14251516807!2d-46.7765141!3d-23.5402115!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff330f51ce7d%3A0x4a46b390aa2618f3!2sArt%20Bela%20Vista!5e0!3m2!1spt-BR!2sbr!4v1697309928098!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",13,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,229233,"a:1:{i:0;s:6:""pronto"";}"
229515,"Air Home Clube & Residences",apartamento,"Av. Dionysia Alves Barreto, 655 - Bela Vista, Osasco - SP","R$ 670.000",osasco,"a:3:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";i:2;s:9:""3-quartos"";}","Ar de sofistivação e modernidade no mais novo projeto assinado pela Dubai","Bem-vindo ao Air Club & Residences, o lugar que vai mudar seu conceito de vir. Aqui a vida é mais bem aproveitada, com áreas de lazer e apartamentos sem igual. De Sports Bar à Garagem Band, para cada conquista sua, existe um espaço para receber amigos e família e celebrar. Descubra novos ares de sofisticação, modernidade e compartilhe momentos incríveis com aqueles que ama.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14631.920460439813!2d-46.7857765!3d-23.5332176!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff1eeb777bd3%3A0xa842fb083af824e3!2sAir%20Club%20%26%20Residences!5e0!3m2!1spt-BR!2sbr!4v1697312844858!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",13,"a:3:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";i:2;s:7:""3-vagas"";}",8,230579,"a:1:{i:0;s:7:""em-obra"";}"
229516,Marcco,apartamento,"Av. Santo Antônio, 2092 - Vila Osasco, Osasco - SP","R$ 1.400.000,00",osasco,"a:2:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";}","Seu bem-estar superior e absoluto","A Dubai apresente o projeto que marca a chegada do mais elevado padrão de bem-estar em Osasco","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.670640445008!2d-46.778266423619506!3d-23.544345660969316!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff19e4dece4b%3A0x78ba8670aa1bd7da!2sMarcco%20Bela%20Vista!5e0!3m2!1spt-BR!2sbr!4v1697313930653!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",17,"a:2:{i:0;s:7:""2-vagas"";i:1;s:7:""3-vagas"";}",1,230430,"a:1:{i:0;s:6:""pronto"";}"
229517,Natu,apartamento,"R. Dionísio de Camargo, 110 - Bela Vista, Osasco - SP","R$ 400.000,00",osasco,"a:2:{i:0;s:9:""2-quartos"";i:1;s:8:""1-quarto"";}","Um lugar único. Onde sua vida se completa naturalmente.","SABE AQUELA HISTÓRIA “QUALIDADE DE VIDA, MESMO, SÓ NO MEIO DA NATUREZA”?
E se eu te contar que você pode viver assim também na cidade. Aqui mesmo, pertinho de você. Viver bem não precisa ser uma busca complicada. E muito menos demorada.
É só sair do automático, otimizar seu tempo, encontrar o seu lugar e lembrar de quem você é. Deixar as coisas fluírem naturalmente.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.9289631239403!2d-46.78602362361969!3d-23.53505726062846!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ceff44aafb8fc5%3A0xaaccec2ac17ace34!2sNatu%20Vertical%20Gardens!5e0!3m2!1spt-BR!2sbr!4v1697320637938!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",18,"a:2:{i:0;s:7:""2-vagas"";i:1;s:6:""1-vaga"";}",2,229325,"a:1:{i:0;s:7:""em-obra"";}"
229520,"DUQ Central Houses",apartamento,"R. Duque de Caxias, 614 - Centro, Barueri - SP","R$ 670.000,00",osasco,"a:3:{i:0;s:8:""1-quarto"";i:1;s:9:""2-quartos"";i:2;s:9:""3-quartos"";}","Uma torre única de apartamentos com a metragem que Barueri sempre quis."," A localização privilegiada de uma das ruas mais tradicionais da cidade. Além de um lazer completo e generoso para deixar seu dia a dia muito mais ativo e exclusivo.","<iframe src=""https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d14634.897536782208!2d-46.8733935!3d-23.5064349!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf03e6c3dd7bef%3A0x30cd301b61327442!2sDUQ%20Central%20Houses!5e0!3m2!1spt-BR!2sbr!4v1697323094883!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",14,"a:2:{i:0;s:6:""1-vaga"";i:1;s:7:""2-vagas"";}",2,229443,"a:2:{i:0;s:7:""em-obra"";i:1;s:16:""breve-lancamento"";}"
229521,"Canto da Mata",apartamento,"R. Conde Luiz Eduardo Matarazzo, 261 - Cidade São Francisco, Osasco - SP","R$ 1.300.000,00",osasco,"a:3:{i:0;s:9:""2-quartos"";i:1;s:9:""3-quartos"";i:2;s:9:""4-quartos"";}","A natureza está  em cada um de nós","É através dela que nos conectamos com as nossas raízes. Sentimos a nossa essência respirando o ar puro do alto da mata. E recarregamos as nossas energias ouvindo o canto que vem das árvores.

Quando o sol ilumina o céu, encontramos paz e tranquilidade. Passamos a viver a vida real, sem filtros.
Olhamos para dentro e enxergamos quem somos. E descobrimos um lugar onde podemos viver, sentir e nos conectar.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.249904330125!2d-46.7642393!3d-23.559466500000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce55f478341947%3A0xc16741829d53c87c!2sR.%20Conde%20Luiz%20Eduardo%20Matarazzo%2C%20261%20-%20Cidade%20S%C3%A3o%20Francisco%2C%20Osasco%20-%20SP%2C%2005356-000!5e0!3m2!1spt-BR!2sbr!4v1699826157045!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7,"a:1:{i:0;s:7:""2-vagas"";}",3,231237,"a:1:{i:0;s:7:""em-obra"";}"
229523,"Alto da Mata",apartamento,"R. Conde Luiz Eduardo Matarazzo, 271 - Cidade São Francisco, Osasco - SP","R$ 1.728.000,00",osasco,"a:2:{i:0;s:9:""3-quartos"";i:1;s:9:""4-quartos"";}","Um lugar onde podemos viver, sentir e nos conectar.","A natureza está em cada um de nós.
É através dela que nos conectamos com as nossas raízes.
Sentimos a nossa essência respirando o ar puro do alto da mata.
E recarregamos as nossas energias ouvindo o canto que vem das árvores.
Quando o sol ilumina o céu, encontramos paz e tranquilidade. Passamos a viver a vida real, sem filtros.
Olhamos para dentro e enxergamos quem somos.
E descobrimos um lugar onde podemos viver, sentir e nos conectar.","<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3657.252184948048!2d-46.76716422361897!3d-23.559384561521703!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94ce558e2c868765%3A0x50382a7df8cd6ff3!2sR.%20Conde%20Luiz%20Eduardo%20Matarazzo%2C%20271%20-%20Cidade%20S%C3%A3o%20Francisco%2C%20Osasco%20-%20SP%2C%2005356-000!5e0!3m2!1spt-BR!2sbr!4v1697434420626!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",15,"a:1:{i:0;s:7:""3-vagas"";}",1,229559,"a:1:{i:0;s:7:""em-obra"";}"
