ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Cidades,_et_builder_dynamic_assets_loading_attr_threshold,e_lancamento,_e_lancamento,numero_de_quartos,_numero_de_quartos,enderco,_enderco,tipo_do_empreendimento,_tipo_do_empreendimento,area,_area,acabamento,_acabamento,status,_status,adicionais,_adicionais,galeria,_galeria,planta_do_empreendimento,_planta_do_empreendimento,videos,_videos,estagios_da_obra,_estagios_da_obra,mapa,_mapa,bairro,_bairro,cidade,_cidade,_wp_old_date,label_imagem,_label_imagem,atributos_cards_atributo_esquerda_titulo_do_atributo,_atributos_cards_atributo_esquerda_titulo_do_atributo,atributos_cards_atributo_esquerda_icone_atributo,_atributos_cards_atributo_esquerda_icone_atributo,atributos_cards_atributo_esquerda_descricao_atributo,_atributos_cards_atributo_esquerda_descricao_atributo,atributos_cards_atributo_esquerda,_atributos_cards_atributo_esquerda,atributos_cards_atributo_centro_titulo_do_atributo,_atributos_cards_atributo_centro_titulo_do_atributo,atributos_cards_atributo_centro_icone_atributo,_atributos_cards_atributo_centro_icone_atributo,atributos_cards_atributo_centro_descricao_atributo,_atributos_cards_atributo_centro_descricao_atributo,atributos_cards_atributo_centro,_atributos_cards_atributo_centro,atributos_cards_atributo_direita_titulo_do_atributo,_atributos_cards_atributo_direita_titulo_do_atributo,atributos_cards_atributo_direita_icone_atributo,_atributos_cards_atributo_direita_icone_atributo,atributos_cards_atributo_direita_descricao_atributo,_atributos_cards_atributo_direita_descricao_atributo,atributos_cards_atributo_direita,_atributos_cards_atributo_direita,atributos_cards,_atributos_cards,atributos_empreendimentos,_atributos_empreendimentos,estabelecimentos_proximos_academias,_estabelecimentos_proximos_academias,estabelecimentos_proximos_hospitais,_estabelecimentos_proximos_hospitais,estabelecimentos_proximos_colegios,_estabelecimentos_proximos_colegios,estabelecimentos_proximos_restaurantes,_estabelecimentos_proximos_restaurantes,estabelecimentos_proximos_farmacias,_estabelecimentos_proximos_farmacias,estabelecimentos_proximos_parques,_estabelecimentos_proximos_parques,estabelecimentos_proximos_shoppings,_estabelecimentos_proximos_shoppings,estabelecimentos_proximos_padarias,_estabelecimentos_proximos_padarias,estabelecimentos_proximos,_estabelecimentos_proximos,chegue_rapido_local,_chegue_rapido_local,chegue_rapido,_chegue_rapido
228406,"Sunset Itapecuru",Reuso,,2023-08-30,empreendimento,https://aconchegou.com/empreendimento/sunset/,https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-19.42.31.png|https://aconchegou.com/wp-content/uploads/2023/07/casa-residencial-em-processo-de-construcao.webp|https://aconchegou.com/wp-content/uploads/2023/08/02-Planta-180-A.webp|https://aconchegou.com/wp-content/uploads/2023/08/02-Planta-180-B.webp|https://aconchegou.com/wp-content/uploads/2023/08/03-Planta-240-C.webp|https://aconchegou.com/wp-content/uploads/2023/08/03-Planta-240-B.webp|https://aconchegou.com/wp-content/uploads/2023/08/03-Planta-240-A.webp|https://aconchegou.com/wp-content/uploads/2023/08/04-Condominio-A.webp|https://aconchegou.com/wp-content/uploads/2023/08/04-Condominio-B.webp|https://aconchegou.com/wp-content/uploads/2023/08/01-Destaque.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Hall-de-Entrada.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Piscina-Interna-Aquecida.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Sauna.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Solarium.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Sport-Bar.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/WhatsApp-Image-2023-04-05-at-13.09.15.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/WhatsApp-Image-2023-04-05-at-13.09.18.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Festas.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Beach-Tenis.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Lutas.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Gourmet.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/04-Squash.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/renata-marques-arquitetura.png|https://aconchegou.com/wp-content/uploads/2023/08/danilo-salerno-verdi-paisagismo.png|https://aconchegou.com/wp-content/uploads/2023/08/nls-construtora.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-19.51.31.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.37.29.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.37.16.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.37.07.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.58.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.50.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.39.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.29.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.36.21.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.54.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.46.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.37.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.26.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.15.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.35.05.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.57.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.48.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.37.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.28.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.18.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.09.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.34.01.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.33.51.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.33.41.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.33.31.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.33.18.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-15.51.18.png,"Captura de Tela 2023-08-30 às 19.42.31|casa-residencial-em-processo-de-construcao|02 Planta 180 A|02 Planta 180 B|03 Planta 240 C|03 Planta 240 B|03 Planta 240 A|04 Condomínio A|04 Condominio B|01 Destaque|04 Hall de Entrada|04 Piscina Interna Aquecida|04 Sauna|04 Solarium|04 Sport Bar|WhatsApp Image 2023-04-05 at 13.09.15|WhatsApp Image 2023-04-05 at 13.09.18|04 Festas|04 Beach Tenis|04 Lutas|04 Gourmet|04 Squash|renata-marques-arquitetura|danilo-salerno-verdi-paisagismo|nls-construtora|Captura de Tela 2023-08-30 às 19.51.31|sunset-itapecuru-nls-rainha-alphaville-bicicletario|sunset-itapecuru-nls-rainha-alphaville-car-wash|sunset-itapecuru-nls-rainha-alphaville-beauty|sunset-itapecuru-nls-rainha-alphaville-coworking|sunset-itapecuru-nls-rainha-alphaville-brinquedoteca|sunset-itapecuru-nls-rainha-alphaville-gourmet|sunset-itapecuru-nls-rainha-alphaville-festas|sunset-itapecuru-nls-rainha-alphaville-gourmet|sunset-itapecuru-nls-rainha-alphaville-bar|sunset-itapecuru-nls-rainha-alphaville-pet-place|sunset-itapecuru-nls-rainha-alphaville-beach-tenis|sunset-itapecuru-nls-rainha-alphaville-squash|sunset-itapecuru-nls-rainha-alphaville-lutas|sunset-itapecuru-nls-rainha-alphaville-massagem|Captura de Tela 2023-09-11 às 15.34.57|Captura de Tela 2023-09-11 às 15.34.48|sunset-itapecuru-nls-rainha-alphaville-academia|Captura de Tela 2023-09-11 às 15.34.28|Captura de Tela 2023-09-11 às 15.34.18|sunset-itapecuru-nls-rainha-alphaville-solario|sunset-itapecuru-nls-rainha-alphaville-sauna|sunset-itapecuru-nls-rainha-alphaville-piscina|Captura de Tela 2023-09-11 às 15.33.41|sunset-itapecuru-nls-rainha-alphaville-hall|sunset-itapecuru-nls-rainha-alphaville-fachada|sunset-itapecuru-nls-rainha-alphaville-186m",|||||||||||||||||||||||||||||||||||||||||||||||||||,|||||||||||||||||||||||||||||||||||||||||||||||||||,|||||||||||||||||||||||||||||||||||||||||||||||||||,https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-19.42.31.png,,,2,,,,,,,,,,,,,"a:1:{i:0;s:7:""em-obra"";}",field_62c736f16fae5,,field_62d02fb54331a,"a:19:{i:0;s:6:""228649"";i:1;s:6:""228650"";i:2;s:6:""228651"";i:3;s:6:""228652"";i:4;s:6:""228653"";i:5;s:6:""228655"";i:6;s:6:""228656"";i:7;s:6:""228657"";i:8;s:6:""228658"";i:9;s:6:""228659"";i:10;s:6:""228660"";i:11;s:6:""228661"";i:12;s:6:""228662"";i:13;s:6:""228665"";i:14;s:6:""228667"";i:15;s:6:""228668"";i:16;s:6:""228669"";i:17;s:6:""228670"";i:18;s:6:""228672"";}",field_62d0579bca0a2,"a:4:{i:0;s:6:""228674"";i:1;s:6:""228481"";i:2;s:6:""228482"";i:3;s:6:""228676"";}",field_62d6a19b76858,,field_62d6c133e67cc,Construção,field_62d7f1a310b91,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.0853064246576!2d-46.84855412560972!3d-23.493436659098446!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf023dea534405%3A0x3ac4a89c1e5c2d24!2sAlameda%20Itapecuru%2C%20545%20-%20Alphaville%20Industrial%2C%20Barueri%20-%20SP%2C%2006454-080!5e0!3m2!1spt-BR!2sbr!4v1691610416875!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_62d83426f6804,Alphaville,field_62c73549e7ead,,field_64b182f0be9fc,,,field_62c736d1a41c6,Área,field_652edeb496e59,2311,field_652eded596e5a,"186 e 240m2",field_62fd0c70582d3,,field_62fd0cdd582d4,Dormitórios,field_62fd0d4bb4f1f,2312,field_62fd0d4bb4f20,"3 ou 4",field_62fd0d4bb4f21,,field_62fd0d4bb4f1e,Vagas,field_62fd0d4eb4f23,2310,field_62fd0d4eb4f24,4,field_62fd0d4eb4f25,,field_62fd0d4eb4f22,,field_62fd0b2e582cf,,field_62fd0d65707a2,,field_6323691ea2f00,,field_6323696fa2f01,,field_6323698dfb4dd,,field_6323699bfb4de,,field_632369a8fb4df,,field_632369b8fb4e0,,field_632369c6fb4e1,,field_632369d4fb4e2,,field_632368e0a2eff,,field_63236a002aabc,,field_632369ea2aabb
228453,"Neo Alphaville",,,2023-08-24,empreendimento,https://aconchegou.com/empreendimento/neo/,https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-16.56.51.png|https://aconchegou.com/wp-content/uploads/2023/08/mpd-construtora.png|https://aconchegou.com/wp-content/uploads/2023/08/albino-nunes-construcao.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/mcaa-arquitetura.png|https://aconchegou.com/wp-content/uploads/2023/08/be7a7d55a5eb580c03385413fcca440e885df054.jpg|https://aconchegou.com/wp-content/uploads/2023/08/a1a03ca57770d721b48bc8f653ae0564eebf4f6f.jpg|https://aconchegou.com/wp-content/uploads/2023/08/037a19fea1e6f6c81af5858572f9ed24771f50b1.jpg|https://aconchegou.com/wp-content/uploads/2023/08/1fed4f9ea026aef4632c49d13088d1d7a65661bf.jpg|https://aconchegou.com/wp-content/uploads/2023/08/570d7896302b31ac218ea838182880a916409875.jpg|https://aconchegou.com/wp-content/uploads/2023/08/quadras.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/quadra-de-areia.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/perspectiva-piscina.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/playground.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/churrasqueira.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/brinquedoteca.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/piscina-descoberta.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/terraco-.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/piscina-coberta.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/coworking.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/beauty.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/tenis.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/hall2.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/teens.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/suna.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/living-170.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/bar.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/festas.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/portaria.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/academia.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/hall.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/living-230.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/fachada.jpeg|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-21.07.32.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-08-30-as-21.07.32-1.png|https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-16.47.52.png,"neo-mpd-alphaville-fachada|mpd-construtora|albino-nunes-construcao|mcaa-arquitetura|be7a7d55a5eb580c03385413fcca440e885df054|a1a03ca57770d721b48bc8f653ae0564eebf4f6f|037a19fea1e6f6c81af5858572f9ed24771f50b1|1fed4f9ea026aef4632c49d13088d1d7a65661bf|570d7896302b31ac218ea838182880a916409875|quadras|quadra de areia|perspectiva piscina|playground|churrasqueira|brinquedoteca|piscina descoberta|terraco|piscina coberta|coworking|beauty|tenis|hall2|teens|suna|living 170|bar|festas|portaria|academia|hall|living 230|fachada|Captura de Tela 2023-08-30 às 21.07.32|Captura de Tela 2023-08-30 às 21.07.32|neo-mpd-alphaville-implantacao",||||||||||||||||||||||||||||||||||,||||||||||||||||||||||||||||||||||,||||||||||||||||||||||||||||||||||,https://aconchegou.com/wp-content/uploads/2023/08/Captura-de-Tela-2023-09-11-as-16.56.51.png,,,2,0,field_62c736f16fae5,,field_62c736d1a41c6,"Bairro Xangri-lá Cidade Contagem",field_62c73549e7ead,Residencial,field_62c735dce7eae,"108,62",field_62c735ebe7eaf,"Bancadas em granito",field_62c736a5e7eb0,"a:1:{i:0;s:7:""em-obra"";}",field_62c736f16fae5,15,field_62d02fb54331a,"a:19:{i:0;s:6:""228539"";i:1;s:6:""228540"";i:2;s:6:""228541"";i:3;s:6:""228542"";i:4;s:6:""228543"";i:5;s:6:""228544"";i:6;s:6:""228545"";i:7;s:6:""228546"";i:8;s:6:""228547"";i:9;s:6:""228548"";i:10;s:6:""228549"";i:11;s:6:""228550"";i:12;s:6:""228552"";i:13;s:6:""228553"";i:14;s:6:""228555"";i:15;s:6:""228557"";i:16;s:6:""228558"";i:17;s:6:""228559"";i:18;s:6:""228561"";}",field_62d0579bca0a2,"a:6:{i:0;s:6:""228534"";i:1;s:6:""228535"";i:2;s:6:""228536"";i:3;s:6:""228537"";i:4;s:6:""228538"";i:5;s:6:""228684"";}",field_62d6a19b76858,4,field_62d6c133e67cc,Construção,field_62d7f1a310b91,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3659.282161732456!2d-46.86291922362106!3d-23.48634425884256!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x94cf0395d7eff2af%3A0xe5c216ed31a90a3a!2sNeo%20Alphaville!5e0!3m2!1spt-BR!2sbr!4v1693439561216!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_62d83426f6804,Alphaville,field_62c73549e7ead,,field_64b182f0be9fc,2022-07-11,"2 quartos",field_62c736d1a41c6,Área,field_652edeb496e59,2311,field_652eded596e5a,175m²,field_62fd0c70582d3,,field_62fd0cdd582d4,Dormitórios,field_62fd0d4bb4f1f,2312,field_62fd0d4bb4f20,3,field_62fd0d4bb4f21,,field_62fd0d4bb4f1e,Vagas,field_62fd0d4eb4f23,2310,field_62fd0d4eb4f24,3,field_62fd0d4eb4f25,,field_62fd0d4eb4f22,,field_62fd0b2e582cf,,field_62fd0d65707a2,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d7506.284885333919!2d-44.030613186089035!3d-19.833924991649937!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1sacademias!5e0!3m2!1spt-BR!2sbr!4v1668695821293!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_6323691ea2f00,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d30024.941342219005!2d-44.01583143065343!3d-19.834973550512053!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1shospital!5e0!3m2!1spt-BR!2sbr!4v1668696057565!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_6323696fa2f01,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d7506.2868030458885!2d-44.030613186790454!3d-19.83388440848485!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1sescolas!5e0!3m2!1spt-BR!2sbr!4v1668695885868!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_6323698dfb4dd,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d7506.2877619006385!2d-44.03061318714095!3d-19.833864116898553!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1srestaurantes!5e0!3m2!1spt-BR!2sbr!4v1668695907786!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_6323699bfb4de,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d7506.288720754551!2d-44.030613187491966!3d-19.833843825310066!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1sfarmacias!5e0!3m2!1spt-BR!2sbr!4v1668695935045!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_632369a8fb4df,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d7506.2896796076475!2d-44.03061318784268!3d-19.83382353371891!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1sparque!5e0!3m2!1spt-BR!2sbr!4v1668695975373!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_632369b8fb4e0,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d18553.823859029104!2d-44.015831428510765!3d-19.835024095156275!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1sshopping!5e0!3m2!1spt-BR!2sbr!4v1668696027600!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_632369c6fb4e1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m16!1m12!1m3!1d7506.283926476694!2d-44.03061318573824!3d-19.83394528322883!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!2m1!1spadaria!5e0!3m2!1spt-BR!2sbr!4v1668695774949!5m2!1spt-BR!2sbr"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",field_632369d4fb4e2,,field_632368e0a2eff,17,field_63236a002aabc,,field_632369ea2aabb
